model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,deduplicated_universe_n,deduplicated_universe_error_count,deduplicated_universe_error_rate,deduplicated_error_detection_auroc,deduplicated_error_detection_auprc,deduplicated_reviewed_n,deduplicated_review_error_count,deduplicated_review_error_rate,deduplicated_review_lift,deduplicated_review_recall_of_residual_errors,deduplicated_combined_recall_of_candidate_errors,deduplicated_retained_accuracy_after_review,deduplicated_retained_accuracy_gain_vs_residual,uncertainty_error_detection_auprc,uncertainty_review_error_rate,uncertainty_combined_recall_of_candidate_errors,uncertainty_retained_accuracy_gain_vs_residual,uncertainty_deduplicated_error_detection_auprc,uncertainty_deduplicated_review_error_rate,uncertainty_deduplicated_combined_recall_of_candidate_errors,uncertainty_deduplicated_retained_accuracy_gain_vs_residual,transfer_type,held_out_domain,transferred_profile,delta_error_detection_auprc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,138,17.0,0.123188,0.926592,0.644315,28,15.0,0.535714,4.348739,0.882353,0.928571,0.981818,0.105007,,,,,,,,,,,,,,0.249319,0.214286,0.607143,0.023188,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.394996,,0.321428,,0.321428,,0.081819,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,237,96.0,0.405063,0.723109,0.596689,47,27.0,0.574468,1.418218,0.28125,0.372727,0.636842,0.041905,,,,,,,,,,,,,,0.502837,0.510638,0.345455,0.026116,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.093852,,0.06383,,0.027272,,0.015789,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,210,82.0,0.390476,0.732374,0.62198,42,27.0,0.642857,1.646341,0.329268,0.5,0.672619,0.063095,,,,,,,,,,,,,,0.505618,0.547619,0.463636,0.039286,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.116362,,0.095238,,0.036364,,0.023809,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,179,66.0,0.368715,0.734513,0.561901,36,22.0,0.611111,1.657407,0.333333,0.428571,0.692308,0.061023,,,,,,,,,,,,,,0.52118,0.472222,0.363636,0.026058,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.040721,,0.138889,,0.064935,,0.034965,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,159,56.0,0.352201,0.739771,0.541907,32,18.0,0.5625,1.597098,0.321429,0.506494,0.700787,0.052989,,,,,,,,,,,,,,0.46028,0.53125,0.493506,0.045115,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.081627,,0.03125,,0.012988,,0.007874,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,231,47.0,0.203463,0.753469,0.425849,46,21.0,0.456522,2.243756,0.446809,0.535714,0.859459,0.062923,,,,,,,,,,,,,,0.268967,0.282609,0.392857,0.019679,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.156882,,0.173913,,0.142857,,0.043244,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,206,39.0,0.18932,0.747121,0.443402,41,15.0,0.365854,1.932458,0.384615,0.571429,0.854545,0.043866,,,,,,,,,,,,,,0.264843,0.268293,0.5,0.019623,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.178559,,0.097561,,0.071429,,0.024243,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,149,25.0,0.167785,0.739677,0.442268,30,13.0,0.433333,2.582667,0.52,0.571429,0.89916,0.066945,,,,,,,,,,,,,,0.265651,0.233333,0.357143,0.016525,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.176617,,0.2,,0.214286,,0.05042,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,132,20.0,0.151515,0.732589,0.372518,26,11.0,0.423077,2.792308,0.55,0.678571,0.915094,0.066609,,,,,,,,,,,,,,0.213717,0.230769,0.5,0.01944,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.158801,,0.192308,,0.178571,,0.047169,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,155,17.0,0.109677,0.821398,0.551616,31,10.0,0.322581,2.941176,0.588235,0.695652,0.943548,0.053226,,,,,,,,,,,,,,0.111853,0.064516,0.347826,-0.01129,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.439763,,0.258065,,0.347826,,0.064516,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,138,16.0,0.115942,0.772029,0.48384,28,9.0,0.321429,2.772321,0.5625,0.695652,0.936364,0.052306,,,,,,,,,,,,,,0.136377,0.071429,0.391304,-0.011331,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.347463,,0.25,,0.304348,,0.063637,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,127,15.0,0.11811,0.763095,0.452516,25,8.0,0.32,2.709333,0.533333,0.588235,0.931373,0.049483,,,,,,,,,,,,,,0.150489,0.12,0.294118,0.000463,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.302027,,0.2,,0.294117,,0.04902,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,113,14.0,0.123894,0.781385,0.479715,23,7.0,0.304348,2.456522,0.5,0.588235,0.922222,0.046116,,,,,,,,,,,,,,0.177037,0.173913,0.411765,0.012783,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.302678,,0.130435,,0.17647,,0.033333,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,217,51.0,0.235023,0.833806,0.654523,43,30.0,0.697674,2.968536,0.588235,0.655738,0.87931,0.114333,,,,,,,,,,,,,,0.325719,0.27907,0.360656,0.010885,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.328804,,0.418604,,0.295082,,0.103448,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,193,43.0,0.222798,0.854419,0.756388,39,27.0,0.692308,3.107335,0.627907,0.737705,0.896104,0.118902,,,,,,,,,,,,,,0.272492,0.282051,0.47541,0.015006,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.483896,,0.410257,,0.262295,,0.103896,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,157,34.0,0.216561,0.881875,0.784504,31,23.0,0.741935,3.425996,0.676471,0.717949,0.912698,0.129259,,,,,,,,,,,,,,0.381746,0.387097,0.435897,0.041957,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.402758,,0.354838,,0.282052,,0.087302,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,140,28.0,0.2,0.798151,0.724066,28,19.0,0.678571,3.392857,0.678571,0.769231,0.919643,0.119643,,,,,,,,,,,,,,0.348957,0.428571,0.589744,0.057143,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.375109,,0.25,,0.179487,,0.0625,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,15,2.0,0.133333,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.675,,,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,14,2.0,0.142857,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,0.416667,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,0.583333,,,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.25,,,,0.25,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.333333,,,,0.333333,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,55,10.0,0.181818,0.755556,0.517377,11,4.0,0.363636,2.0,0.4,0.571429,0.863636,0.045455,46.0,10.0,0.217391,0.697222,0.517906,9.0,4.0,0.444444,2.044444,0.4,0.571429,0.837838,0.055229,0.367731,0.363636,0.571429,0.045455,0.382926,0.333333,0.5,0.028202,leave_one_model_out,DrugBAN,uncertainty_support,0.149646,0.13498,0.0,0.111111,0.0,0.071429,0.0,0.027027
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,49,7.0,0.142857,0.765306,0.415345,10,4.0,0.4,2.8,0.571429,0.785714,0.923077,0.065934,40.0,7.0,0.175,0.701299,0.415345,8.0,3.0,0.375,2.142857,0.428571,0.714286,0.875,0.05,0.231651,0.3,0.714286,0.040293,0.255102,0.25,0.642857,0.01875,leave_one_model_out,DrugBAN,uncertainty_support,0.183694,0.160243,0.1,0.125,0.071428,0.071429,0.025641,0.03125
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.25,0.25,0.5,0.036415,0.366667,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.7,,,,0.833333,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.488889,,,,0.5,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.625,,,,0.642857,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,38,2.0,0.052632,0.638889,0.126812,8,1.0,0.125,2.375,0.5,0.5,0.966667,0.019298,35.0,2.0,0.057143,0.621212,0.128788,7.0,1.0,0.142857,2.5,0.5,0.5,0.964286,0.021429,0.219298,0.125,0.5,0.019298,0.222222,0.142857,0.5,0.021429,leave_one_model_out,DrugBAN,uncertainty_support,-0.092486,-0.093434,0.0,0.0,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,34,1.0,0.029412,0.0,0.029412,7,0.0,0.0,0.0,0.0,0.5,0.962963,-0.007625,31.0,1.0,0.032258,0.0,0.032258,6.0,0.0,0.0,0.0,0.0,0.5,0.96,-0.007742,0.066667,0.0,0.5,-0.007625,0.071429,0.0,0.5,-0.007742,leave_one_model_out,DrugBAN,uncertainty_support,-0.037255,-0.039171,0.0,0.0,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_model_out,DrugBAN,uncertainty_support,,,,,,,,
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,64,12.0,0.1875,0.794872,0.628769,13,6.0,0.461538,2.461538,0.5,0.571429,0.882353,0.069853,56.0,12.0,0.214286,0.780303,0.636616,11.0,6.0,0.545455,2.545455,0.5,0.571429,0.866667,0.080952,0.505843,0.461538,0.571429,0.069853,0.564618,0.545455,0.571429,0.080952,leave_one_model_out,DrugBAN,uncertainty_support,0.122926,0.071998,0.0,0.0,0.0,0.0,0.0,0.0
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,57,7.0,0.122807,0.708571,0.38146,11,2.0,0.181818,1.480519,0.285714,0.642857,0.891304,0.014111,50.0,7.0,0.14,0.714286,0.404079,10.0,2.0,0.2,1.428571,0.285714,0.642857,0.875,0.015,0.283836,0.363636,0.785714,0.05759,0.294117,0.3,0.714286,0.04,leave_one_model_out,DrugBAN,uncertainty_support,0.097624,0.109962,-0.181818,-0.1,-0.142857,-0.071429,-0.043479,-0.025
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,55,6.0,0.109091,0.785714,0.442999,11,2.0,0.181818,1.666667,0.333333,0.6,0.909091,0.018182,48.0,6.0,0.125,0.761905,0.445384,10.0,2.0,0.2,1.6,0.333333,0.6,0.894737,0.019737,0.211923,0.272727,0.7,0.040909,0.223116,0.3,0.7,0.046053,leave_one_model_out,DrugBAN,uncertainty_support,0.231076,0.222268,-0.090909,-0.1,-0.1,-0.1,-0.022727,-0.026316
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,49,4.0,0.081633,0.816667,0.50614,10,2.0,0.2,2.45,0.5,0.8,0.948718,0.030351,42.0,4.0,0.095238,0.822368,0.522365,8.0,2.0,0.25,2.625,0.5,0.8,0.941176,0.036415,0.154498,0.1,0.7,0.00471,0.169192,0.125,0.7,0.007003,leave_one_model_out,DrugBAN,uncertainty_support,0.351642,0.353173,0.1,0.125,0.1,0.1,0.025641,0.029412
PACE,biosnap,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,250,38.0,0.152,0.895978,0.551505,50,27.0,0.54,3.552632,0.710526,0.755556,0.945,0.097,,,,,,,,,,,,,,0.340585,0.28,0.466667,0.032,,,,,leave_one_model_out,PACE,uncertainty_support,0.21092,,0.26,,0.288889,,0.065,
PACE,biosnap,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,222,28.0,0.126126,0.888991,0.513744,44,20.0,0.454545,3.603896,0.714286,0.822222,0.955056,0.081182,,,,,,,,,,,,,,0.214502,0.227273,0.6,0.025003,,,,,leave_one_model_out,PACE,uncertainty_support,0.299242,,0.227272,,0.222222,,0.056179,
PACE,biosnap,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,219,28.0,0.127854,0.894353,0.518768,44,20.0,0.454545,3.555195,0.714286,0.764706,0.954286,0.08214,,,,,,,,,,,,,,0.276838,0.227273,0.470588,0.024997,,,,,leave_one_model_out,PACE,uncertainty_support,0.24193,,0.227272,,0.294118,,0.057143,
