split,group_axis,added_component,measure,num_independent_runs,num_model_dataset_strata,mean,run_win_rate,ci_low,ci_high
validation,target,fit_support,delta_retained_accuracy_gain_vs_residual,39,9,0.004539484905,0.538461538462,-0.005156504384,0.017096630059
validation,target,fit_support_after_legacy_source_domain,delta_validation_fold_mean_auprc,39,9,0.001656185221,0.512820512821,-0.028267434787,0.032070623952
validation,target,fit_support_after_legacy_source_domain,delta_error_detection_auprc,39,9,0.011912230807,0.538461538462,-0.012178270335,0.03626266472
validation,target,fit_support_after_legacy_source_domain,delta_review_lift,39,9,-0.178505727474,0.410256410256,-0.632942823081,0.198707014413
validation,target,fit_support_after_legacy_source_domain,delta_retained_accuracy_gain_vs_residual,39,9,-0.003536796369,0.384615384615,-0.015801501094,0.008692236218
validation,target,fit_support_after_native_source_domain,delta_validation_fold_mean_auprc,39,9,-0.019029077225,0.333333333333,-0.044805057375,0.007941460032
validation,target,fit_support_after_native_source_domain,delta_error_detection_auprc,39,9,-0.002097435232,0.410256410256,-0.029188511207,0.023943617577
validation,target,fit_support_after_native_source_domain,delta_review_lift,39,9,-0.01576402153,0.333333333333,-0.171889955474,0.150094426444
validation,target,fit_support_after_native_source_domain,delta_retained_accuracy_gain_vs_residual,39,9,-0.001491078616,0.358974358974,-0.007920940057,0.005185082022
validation,target,general_target_joint_support,delta_validation_fold_mean_auprc,39,9,0.007413906407,0.538461538462,-0.033720167798,0.046916614616
validation,target,general_target_joint_support,delta_error_detection_auprc,39,9,0.017721558111,0.538461538462,-0.008736020962,0.048606576037
validation,target,general_target_joint_support,delta_review_lift,39,9,0.118713092451,0.435897435897,-0.195961526383,0.536516043658
validation,target,general_target_joint_support,delta_retained_accuracy_gain_vs_residual,39,9,0.001301396874,0.435897435897,-0.007382493757,0.010381361068
validation,target,legacy_empirical_support,delta_validation_fold_mean_auprc,39,9,0.053964638514,0.794871794872,-0.034649724071,0.138401277792
validation,target,legacy_empirical_support,delta_error_detection_auprc,39,9,0.043448209266,0.692307692308,-0.020145950187,0.111504478226
validation,target,legacy_empirical_support,delta_review_lift,39,9,0.218789701009,0.641025641026,-0.629385706465,0.923741112882
