model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,selector_name,selected_v2_profile,validation_metric,validation_gain_vs_U,validation_gain_U_E_E2_vs_U_E,selection_reason,fallback_reason,validation_gain_U_P_E_E2_vs_best_formal,formal_selected_validation_metric,u_p_e_validation_metric,u_p_e_e2_validation_metric
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.543566,0.186201,-0.020819,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.543566,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.023684,0.543566,0.525962,0.519882
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.432984,0.106484,0.015879,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.417105,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.015941,0.417105,0.432773,0.416832
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.529808,0.155531,-0.096536,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.428676,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.092198,0.428676,0.536269,0.444071
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.477201,0.099573,0.024023,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.474074,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.070378,0.403696,0.375655,0.474074
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.48967,0.183895,-0.001635,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.4823,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.008814,0.473486,0.431939,0.4823
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.494982,0.16422,0.020309,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.493015,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.018342,0.474673,0.474462,0.493015
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.529558,0.092783,-0.00207,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.529558,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.010665,0.529558,0.538174,0.527509
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.531126,0.111508,0.000831,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.530295,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,0.002241,0.530295,0.519784,0.532536
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.542008,0.210752,0.060492,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.542494,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.057736,0.481516,0.484758,0.542494
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.525257,0.147264,-0.003432,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.525257,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.004948,0.525257,0.510781,0.520309
TAPB,human,seed_4,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.506944,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.288194,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.288194,0.293452,
TAPB,human,seed_4,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.03125,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.364583,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.364583,,
TAPB,human,seed_4,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.530303,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.530303,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.530303,0.14348,
TAPB,human,seed_4,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.033333,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.533333,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.533333,,
TAPB,human,seed_4,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.25754,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.235714,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.235714,,
TAPB,human,seed_4,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.253472,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.119344,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.119344,,
TAPB,human,seed_4,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.208874,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.111111,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.111111,,
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.533333,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.141667,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.141667,,
TAPB,human,seed_5,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.401316,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_5,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.189484,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.189484,,
TAPB,human,seed_5,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.388386,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_5,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.171347,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.171347,,
TAPB,human,seed_5,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.050303,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_5,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.395894,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.395894,,
TAPB,human,seed_5,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.6,0.543939,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_5,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.6,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.6,0.5,
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.134541,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.183052,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.183052,,
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,1.0,0.764239,-0.728632,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,1.0,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.478632,1.0,0.680556,0.521368
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.308081,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.705128,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.705128,,
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.2,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.043478,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.043478,,
TAPB,human,seed_6,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.384821,0.189825,-0.016369,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_6,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.316943,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.036058,0.316943,0.396382,0.360324
TAPB,human,seed_6,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.267157,0.196946,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_6,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.716667,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.716667,0.75,
TAPB,human,seed_6,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.511111,0.443297,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_6,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.719298,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.719298,0.777778,
TAPB,human,seed_6,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.078551,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_6,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.073898,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.073898,,
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.667857,0.474395,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.833333,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.833333,0.833333,
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.068328,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.093052,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.093052,,
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.066042,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.08932,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.08932,,
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.076263,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.106944,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.106944,,
TAPB,human,seed_7,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.580152,0.391647,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_7,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.289792,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.289792,0.449098,
TAPB,human,seed_7,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.479853,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_7,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.340159,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.340159,,
TAPB,human,seed_7,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.306663,0.083454,0.000856,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_7,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.430837,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.091555,0.430837,0.229691,0.339282
TAPB,human,seed_7,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.353304,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_7,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.493344,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.493344,0.44902,
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.365575,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.270295,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.270295,0.216478,
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.589483,0.07941,-0.072606,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.589483,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.033277,0.589483,0.582222,0.556206
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.5284,0.285617,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.5284,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.5284,0.590038,
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.510673,0.14692,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.510673,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.510673,0.508835,
TAPB,human,seed_8,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.183218,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.327719,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.327719,,
TAPB,human,seed_8,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.126236,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.138479,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.138479,,
TAPB,human,seed_8,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.241667,0.017283,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,human,seed_8,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.356533,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.356533,0.485145,
TAPB,human,seed_8,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.165263,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.168665,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.168665,,
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.248729,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.572269,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.572269,,
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.073372,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.127656,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.127656,,
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.362284,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.475705,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.475705,0.288533,
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.078247,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.15578,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.15578,,
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.468959,0.126486,0.019376,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.394935,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.007491,0.394935,0.415557,0.408066
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.439406,0.154087,-0.106153,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.370267,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.055978,0.370267,0.361694,0.314289
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.48001,0.26645,-0.171751,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.370134,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.10094,0.370134,0.458888,0.357948
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.480181,0.230652,-0.035606,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.25826,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.017272,0.25826,0.30779,0.290518
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.552481,0.195217,0.007669,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.553623,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.008811,0.544812,0.517252,0.553623
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.577721,0.235165,0.025793,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.596187,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.044259,0.551928,0.519007,0.596187
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.605497,0.301347,0.039133,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.597465,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.031101,0.566364,0.508023,0.597465
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.58516,0.357947,0.090524,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.602873,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.108237,0.494636,0.428795,0.602873
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.396895,0.077758,-0.049847,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.404002,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.081073,0.404002,0.431804,0.350731
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.389766,0.121452,0.113623,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.393051,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.047618,0.393051,0.299979,0.345433
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.298281,0.089016,-0.031129,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.320841,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.076356,0.320841,0.335292,0.258936
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.272281,0.08961,-0.095662,validation_gain_vs_U_meets_threshold,,,,,
