scope,comparison,comparison_name,status,metric,n_runs,matched_n_runs,selected_n_runs,unmatched_n_runs,win_rate,left_mean,right_mean,delta_mean,mean_delta,ci_low,ci_high,group_axis,dataset,model
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,104,104,120,16,0.615385,0.061542,0.059723,0.00182,0.00182,-0.040617,0.043673,,,TAPB
overall,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,error_detection_auprc,320,320,360,40,0.534375,0.456203,0.408314,0.047889,0.047889,-0.203703,0.358852,,,
overall,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,error_detection_auroc,320,320,360,40,0.575,0.775443,0.744891,0.030552,0.030552,-0.161544,0.257279,,,
overall,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,review_lift,306,306,360,54,0.5,2.56093,2.3488,0.261683,0.261683,-1.008892,2.272728,,,
overall,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,review_recall_of_residual_errors,306,306,360,54,0.473856,0.512574,0.470022,0.052088,0.052088,-0.202446,0.454546,,,
overall,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,retained_accuracy_gain_vs_residual,306,306,360,54,0.565359,0.053828,0.047595,0.007218,0.007218,-0.034211,0.066876,,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,error_detection_auprc,160,160,180,20,0.44375,0.483414,0.461851,0.021563,0.021563,-0.201662,0.286038,drug,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,error_detection_auroc,160,160,180,20,0.4875,0.80005,0.784627,0.015424,0.015424,-0.152819,0.245554,drug,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,review_lift,153,153,180,27,0.398693,2.700603,2.626471,0.131724,0.131724,-0.891109,1.715833,drug,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,review_recall_of_residual_errors,153,153,180,27,0.359477,0.540451,0.525685,0.026125,0.026125,-0.175824,0.341667,drug,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,retained_accuracy_gain_vs_residual,153,153,180,27,0.477124,0.05858,0.057722,0.002185,0.002185,-0.038877,0.037142,drug,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,error_detection_auprc,160,160,180,20,0.625,0.428992,0.354777,0.074215,0.074215,-0.23844,0.42556,target,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,error_detection_auroc,160,160,180,20,0.6625,0.750836,0.705156,0.04568,0.04568,-0.161544,0.262974,target,,
grouping,selector_A_selected - formal_selected,selector_A_selected - formal_selected,ok,review_lift,153,153,180,27,0.601307,2.421257,2.071128,0.391642,0.391642,-0.948382,2.382353,target,,
